0,1,2,3,4,5,6,7,8,9,ground_truth
18.435749053955078,29.29143714904785,10.960121154785156,23.405759811401367,9.155221939086914,31.082914352416992,34.11782455444336,6.974414825439453,19.71241569519043,27.100534439086914,0
22.586528778076172,23.070907592773438,8.89186954498291,24.708980560302734,8.591875076293945,27.436609268188477,33.261112213134766,-1.0601553916931152,29.492223739624023,29.189027786254883,0
19.05560302734375,26.94316864013672,23.418657302856445,28.399011611938477,4.1665358543396,32.713951110839844,32.53470993041992,-2.0265252590179443,15.85431957244873,29.9846248626709,0
20.68440055847168,36.96210479736328,16.34855079650879,24.244548797607422,2.6892197132110596,32.68961715698242,25.16801643371582,4.593968391418457,14.20934009552002,30.639057159423828,0
25.386226654052734,27.433942794799805,10.933701515197754,20.06141471862793,-3.4116830825805664,29.438024520874023,23.390235900878906,-0.5198827981948853,26.388629913330078,24.782718658447266,0
14.503862380981445,36.162757873535156,21.104366302490234,21.892702102661133,3.4662373065948486,27.151796340942383,25.967851638793945,-5.640262126922607,20.39468765258789,31.801603317260742,0
20.031925201416016,27.27145004272461,12.994613647460938,24.904752731323242,3.5260002613067627,37.61898422241211,32.658348083496094,1.9450488090515137,21.945682525634766,33.53413391113281,0
25.912860870361328,33.022987365722656,19.026365280151367,24.140731811523438,1.9717706441879272,28.11626434326172,34.31107711791992,3.969621181488037,20.494422912597656,38.01131820678711,0
23.01153564453125,27.948488235473633,5.965879917144775,22.992124557495117,-0.7203489542007446,32.00566101074219,28.72021484375,3.221677541732788,20.997943878173828,30.00676727294922,0
24.787872314453125,24.079591751098633,19.254749298095703,35.37409973144531,8.094014167785645,28.268535614013672,31.49087142944336,-0.02021574042737484,25.98811912536621,28.13081932067871,0
18.43145751953125,26.276874542236328,21.274076461791992,24.799991607666016,2.8580453395843506,33.97731399536133,27.684106826782227,10.686966896057129,13.562280654907227,33.233280181884766,0
15.05588150024414,33.8656120300293,12.671493530273438,26.053695678710938,-3.295866012573242,22.892229080200195,31.587223052978516,-2.1468639373779297,20.387224197387695,26.24864387512207,0
19.466753005981445,27.6312313079834,16.84897232055664,21.122766494750977,5.619150161743164,30.475717544555664,37.653839111328125,8.88798999786377,25.98642921447754,36.56155776977539,0
17.640119552612305,26.032596588134766,8.09674072265625,21.444143295288086,13.407535552978516,30.518869400024414,29.12066078186035,-1.0077359676361084,26.9890079498291,25.748964309692383,0
